run_id,url,platform,video_id,comment_id,parent_id,is_reply,reply_depth,user_id,username,text,like_count,publish_time,rank_tab,capture_ts,status,notes
20251015-123111,https://www.iesdouyin.com/share/video/6898201883039550727/?region=CN&mid=6898202051911338765&u_code=0&did=MS4wLjABAAAAragV2cpXWV_Iwyb1k1u8_SfGPFSjJLYfpQzufIV6x1mzOVWLPg0uSAzEd6iZQLpe&iid=MS4wLjABAAAAuiGC8-V7c-yk6LYjYKsevBH11Tp0Qgqqf11lpR-xR-HJutZd-KVOozacf4-225FN&with_sec_did=1&titleType=title&share_sign=LK6w5.b_M0A.6HfbbwverapjDLnXWdU7k43WLhSsHU8-&share_version=110900&ts=1716370496&from_aid=2955&from_ssr=1,douyin,,,,0,0,,,用户6620741143137 ...,,,,2025-10-15T12:31:55,ok,
20251015-123111,https://www.iesdouyin.com/share/video/6898201883039550727/?region=CN&mid=6898202051911338765&u_code=0&did=MS4wLjABAAAAragV2cpXWV_Iwyb1k1u8_SfGPFSjJLYfpQzufIV6x1mzOVWLPg0uSAzEd6iZQLpe&iid=MS4wLjABAAAAuiGC8-V7c-yk6LYjYKsevBH11Tp0Qgqqf11lpR-xR-HJutZd-KVOozacf4-225FN&with_sec_did=1&titleType=title&share_sign=LK6w5.b_M0A.6HfbbwverapjDLnXWdU7k43WLhSsHU8-&share_version=110900&ts=1716370496&from_aid=2955&from_ssr=1,douyin,,,,0,0,,,1 分享 回复,,,,2025-10-15T12:31:55,ok,
20251015-123111,https://www.iesdouyin.com/share/video/6898201883039550727/?region=CN&mid=6898202051911338765&u_code=0&did=MS4wLjABAAAAragV2cpXWV_Iwyb1k1u8_SfGPFSjJLYfpQzufIV6x1mzOVWLPg0uSAzEd6iZQLpe&iid=MS4wLjABAAAAuiGC8-V7c-yk6LYjYKsevBH11Tp0Qgqqf11lpR-xR-HJutZd-KVOozacf4-225FN&with_sec_did=1&titleType=title&share_sign=LK6w5.b_M0A.6HfbbwverapjDLnXWdU7k43WLhSsHU8-&share_version=110900&ts=1716370496&from_aid=2955&from_ssr=1,douyin,,,,0,0,,,曾凡琴 ...,,,,2025-10-15T12:31:55,ok,
20251015-123111,https://www.iesdouyin.com/share/video/6898201883039550727/?region=CN&mid=6898202051911338765&u_code=0&did=MS4wLjABAAAAragV2cpXWV_Iwyb1k1u8_SfGPFSjJLYfpQzufIV6x1mzOVWLPg0uSAzEd6iZQLpe&iid=MS4wLjABAAAAuiGC8-V7c-yk6LYjYKsevBH11Tp0Qgqqf11lpR-xR-HJutZd-KVOozacf4-225FN&with_sec_did=1&titleType=title&share_sign=LK6w5.b_M0A.6HfbbwverapjDLnXWdU7k43WLhSsHU8-&share_version=110900&ts=1716370496&from_aid=2955&from_ssr=1,douyin,,,,0,0,,,峰哥0913 ...,,,,2025-10-15T12:31:55,ok,
20251015-123111,https://www.iesdouyin.com/share/video/6898201883039550727/?region=CN&mid=6898202051911338765&u_code=0&did=MS4wLjABAAAAragV2cpXWV_Iwyb1k1u8_SfGPFSjJLYfpQzufIV6x1mzOVWLPg0uSAzEd6iZQLpe&iid=MS4wLjABAAAAuiGC8-V7c-yk6LYjYKsevBH11Tp0Qgqqf11lpR-xR-HJutZd-KVOozacf4-225FN&with_sec_did=1&titleType=title&share_sign=LK6w5.b_M0A.6HfbbwverapjDLnXWdU7k43WLhSsHU8-&share_version=110900&ts=1716370496&from_aid=2955&from_ssr=1,douyin,,,,0,0,,,用户0706662239482 ...,,,,2025-10-15T12:31:55,ok,
20251015-123111,https://www.iesdouyin.com/share/video/6898201883039550727/?region=CN&mid=6898202051911338765&u_code=0&did=MS4wLjABAAAAragV2cpXWV_Iwyb1k1u8_SfGPFSjJLYfpQzufIV6x1mzOVWLPg0uSAzEd6iZQLpe&iid=MS4wLjABAAAAuiGC8-V7c-yk6LYjYKsevBH11Tp0Qgqqf11lpR-xR-HJutZd-KVOozacf4-225FN&with_sec_did=1&titleType=title&share_sign=LK6w5.b_M0A.6HfbbwverapjDLnXWdU7k43WLhSsHU8-&share_version=110900&ts=1716370496&from_aid=2955&from_ssr=1,douyin,,,,0,0,,,李宜明 ...,,,,2025-10-15T12:31:55,ok,
20251015-123111,https://www.iesdouyin.com/share/video/6898201883039550727/?region=CN&mid=6898202051911338765&u_code=0&did=MS4wLjABAAAAragV2cpXWV_Iwyb1k1u8_SfGPFSjJLYfpQzufIV6x1mzOVWLPg0uSAzEd6iZQLpe&iid=MS4wLjABAAAAuiGC8-V7c-yk6LYjYKsevBH11Tp0Qgqqf11lpR-xR-HJutZd-KVOozacf4-225FN&with_sec_did=1&titleType=title&share_sign=LK6w5.b_M0A.6HfbbwverapjDLnXWdU7k43WLhSsHU8-&share_version=110900&ts=1716370496&from_aid=2955&from_ssr=1,douyin,,,,0,0,,,用户7166542248817 ...,,,,2025-10-15T12:31:55,ok,
20251015-123111,https://www.iesdouyin.com/share/video/6898201883039550727/?region=CN&mid=6898202051911338765&u_code=0&did=MS4wLjABAAAAragV2cpXWV_Iwyb1k1u8_SfGPFSjJLYfpQzufIV6x1mzOVWLPg0uSAzEd6iZQLpe&iid=MS4wLjABAAAAuiGC8-V7c-yk6LYjYKsevBH11Tp0Qgqqf11lpR-xR-HJutZd-KVOozacf4-225FN&with_sec_did=1&titleType=title&share_sign=LK6w5.b_M0A.6HfbbwverapjDLnXWdU7k43WLhSsHU8-&share_version=110900&ts=1716370496&from_aid=2955&from_ssr=1,douyin,,,,0,0,,,用户六花 ...,,,,2025-10-15T12:31:55,ok,
20251015-123111,https://www.iesdouyin.com/share/video/6898201883039550727/?region=CN&mid=6898202051911338765&u_code=0&did=MS4wLjABAAAAragV2cpXWV_Iwyb1k1u8_SfGPFSjJLYfpQzufIV6x1mzOVWLPg0uSAzEd6iZQLpe&iid=MS4wLjABAAAAuiGC8-V7c-yk6LYjYKsevBH11Tp0Qgqqf11lpR-xR-HJutZd-KVOozacf4-225FN&with_sec_did=1&titleType=title&share_sign=LK6w5.b_M0A.6HfbbwverapjDLnXWdU7k43WLhSsHU8-&share_version=110900&ts=1716370496&from_aid=2955&from_ssr=1,douyin,,,,0,0,,,登录后即可参与发布讨论，视频推荐更个性化哦 立即登录 暂不登录,,,,2025-10-15T12:31:55,ok,
20251015-123111,https://www.iesdouyin.com/share/video/6898201883039550727/?region=CN&mid=6898202051911338765&u_code=0&did=MS4wLjABAAAAragV2cpXWV_Iwyb1k1u8_SfGPFSjJLYfpQzufIV6x1mzOVWLPg0uSAzEd6iZQLpe&iid=MS4wLjABAAAAuiGC8-V7c-yk6LYjYKsevBH11Tp0Qgqqf11lpR-xR-HJutZd-KVOozacf4-225FN&with_sec_did=1&titleType=title&share_sign=LK6w5.b_M0A.6HfbbwverapjDLnXWdU7k43WLhSsHU8-&share_version=110900&ts=1716370496&from_aid=2955&from_ssr=1,douyin,,,,0,0,,,登录后即可参与发布讨论，视频推荐更个性化哦,,,,2025-10-15T12:31:55,ok,
20251015-123111,https://www.iesdouyin.com/share/video/6898201883039550727/?region=CN&mid=6898202051911338765&u_code=0&did=MS4wLjABAAAAragV2cpXWV_Iwyb1k1u8_SfGPFSjJLYfpQzufIV6x1mzOVWLPg0uSAzEd6iZQLpe&iid=MS4wLjABAAAAuiGC8-V7c-yk6LYjYKsevBH11Tp0Qgqqf11lpR-xR-HJutZd-KVOozacf4-225FN&with_sec_did=1&titleType=title&share_sign=LK6w5.b_M0A.6HfbbwverapjDLnXWdU7k43WLhSsHU8-&share_version=110900&ts=1716370496&from_aid=2955&from_ssr=1,douyin,,,,0,0,,,71,,,,2025-10-15T12:31:55,ok,
20251015-123111,https://www.iesdouyin.com/share/video/6898201883039550727/?region=CN&mid=6898202051911338765&u_code=0&did=MS4wLjABAAAAragV2cpXWV_Iwyb1k1u8_SfGPFSjJLYfpQzufIV6x1mzOVWLPg0uSAzEd6iZQLpe&iid=MS4wLjABAAAAuiGC8-V7c-yk6LYjYKsevBH11Tp0Qgqqf11lpR-xR-HJutZd-KVOozacf4-225FN&with_sec_did=1&titleType=title&share_sign=LK6w5.b_M0A.6HfbbwverapjDLnXWdU7k43WLhSsHU8-&share_version=110900&ts=1716370496&from_aid=2955&from_ssr=1,douyin,,,,0,0,,,突突突的机关枪 ... 刷抖音刷到了，我好想回家啊 4年前 14 分享 回复 展开4条回复,,,,2025-10-15T12:31:55,ok,
20251015-123111,https://www.iesdouyin.com/share/video/6898201883039550727/?region=CN&mid=6898202051911338765&u_code=0&did=MS4wLjABAAAAragV2cpXWV_Iwyb1k1u8_SfGPFSjJLYfpQzufIV6x1mzOVWLPg0uSAzEd6iZQLpe&iid=MS4wLjABAAAAuiGC8-V7c-yk6LYjYKsevBH11Tp0Qgqqf11lpR-xR-HJutZd-KVOozacf4-225FN&with_sec_did=1&titleType=title&share_sign=LK6w5.b_M0A.6HfbbwverapjDLnXWdU7k43WLhSsHU8-&share_version=110900&ts=1716370496&from_aid=2955&from_ssr=1,douyin,,,,0,0,,,...,,,,2025-10-15T12:31:55,ok,
20251015-123111,https://www.iesdouyin.com/share/video/6898201883039550727/?region=CN&mid=6898202051911338765&u_code=0&did=MS4wLjABAAAAragV2cpXWV_Iwyb1k1u8_SfGPFSjJLYfpQzufIV6x1mzOVWLPg0uSAzEd6iZQLpe&iid=MS4wLjABAAAAuiGC8-V7c-yk6LYjYKsevBH11Tp0Qgqqf11lpR-xR-HJutZd-KVOozacf4-225FN&with_sec_did=1&titleType=title&share_sign=LK6w5.b_M0A.6HfbbwverapjDLnXWdU7k43WLhSsHU8-&share_version=110900&ts=1716370496&from_aid=2955&from_ssr=1,douyin,,,,0,0,,,"左大 ... 转发 · 放桌子上块钱不会丢,放一包瓜子回来就剩一堆皮了。 4年前 11 分享 回复 展开1条回复",,,,2025-10-15T12:31:55,ok,
20251015-123111,https://www.iesdouyin.com/share/video/6898201883039550727/?region=CN&mid=6898202051911338765&u_code=0&did=MS4wLjABAAAAragV2cpXWV_Iwyb1k1u8_SfGPFSjJLYfpQzufIV6x1mzOVWLPg0uSAzEd6iZQLpe&iid=MS4wLjABAAAAuiGC8-V7c-yk6LYjYKsevBH11Tp0Qgqqf11lpR-xR-HJutZd-KVOozacf4-225FN&with_sec_did=1&titleType=title&share_sign=LK6w5.b_M0A.6HfbbwverapjDLnXWdU7k43WLhSsHU8-&share_version=110900&ts=1716370496&from_aid=2955&from_ssr=1,douyin,,,,0,0,,,黄正桂 ... 好想回到那个地方太美了 4年前 10 分享 回复,,,,2025-10-15T12:31:55,ok,
20251015-123111,https://www.iesdouyin.com/share/video/6898201883039550727/?region=CN&mid=6898202051911338765&u_code=0&did=MS4wLjABAAAAragV2cpXWV_Iwyb1k1u8_SfGPFSjJLYfpQzufIV6x1mzOVWLPg0uSAzEd6iZQLpe&iid=MS4wLjABAAAAuiGC8-V7c-yk6LYjYKsevBH11Tp0Qgqqf11lpR-xR-HJutZd-KVOozacf4-225FN&with_sec_did=1&titleType=title&share_sign=LK6w5.b_M0A.6HfbbwverapjDLnXWdU7k43WLhSsHU8-&share_version=110900&ts=1716370496&from_aid=2955&from_ssr=1,douyin,,,,0,0,,,小可爱 ... 真幽静 4年前 6 分享 回复,,,,2025-10-15T12:31:55,ok,
20251015-123111,https://www.iesdouyin.com/share/video/6898201883039550727/?region=CN&mid=6898202051911338765&u_code=0&did=MS4wLjABAAAAragV2cpXWV_Iwyb1k1u8_SfGPFSjJLYfpQzufIV6x1mzOVWLPg0uSAzEd6iZQLpe&iid=MS4wLjABAAAAuiGC8-V7c-yk6LYjYKsevBH11Tp0Qgqqf11lpR-xR-HJutZd-KVOozacf4-225FN&with_sec_did=1&titleType=title&share_sign=LK6w5.b_M0A.6HfbbwverapjDLnXWdU7k43WLhSsHU8-&share_version=110900&ts=1716370496&from_aid=2955&from_ssr=1,douyin,,,,0,0,,,我就是我_郭金仓 ... 这地真美，和家人在这里生活真美 4年前 4 分享 回复,,,,2025-10-15T12:31:55,ok,
20251015-123111,https://www.iesdouyin.com/share/video/6898201883039550727/?region=CN&mid=6898202051911338765&u_code=0&did=MS4wLjABAAAAragV2cpXWV_Iwyb1k1u8_SfGPFSjJLYfpQzufIV6x1mzOVWLPg0uSAzEd6iZQLpe&iid=MS4wLjABAAAAuiGC8-V7c-yk6LYjYKsevBH11Tp0Qgqqf11lpR-xR-HJutZd-KVOozacf4-225FN&with_sec_did=1&titleType=title&share_sign=LK6w5.b_M0A.6HfbbwverapjDLnXWdU7k43WLhSsHU8-&share_version=110900&ts=1716370496&from_aid=2955&from_ssr=1,douyin,,,,0,0,,,黄正桂 ... 美美青静优伢想受回味无丛 4年前 4 分享 回复,,,,2025-10-15T12:31:55,ok,
